Started,Ended,Name of conflict,Belligerents,Defeated,Part of,War link,Wider conflict link
1975,Ongoing,Cabinda War\n,"Angola\nCuba (until 1991)\nDemocratic People's Republic of\nAngola (1991)\nUNITA (joint operations, 1991)\nMilitary advisers and pilots:\nEast Germany (until 1989)[409]\nSoviet Union (until 1989)","FLEC\nFLEC-FAC\nCommunist Committee of Cabinda\nRepublic of Cabinda (1975–1976,\n1999)\nZaire (1975)",Angolan Civil War (until\n2002),https://en.wikipedia.org/wiki/Cabinda_War,https://en.wikipedia.org/wiki/Angolan_Civil_War
1975,2002,Angolan Civil War\n,People's Republic of\nAngola/Republic of Angola\nMPLA,Democratic People's\nRepublic of Angola\nUNITA\nFNLA (1975–1976),"aftermath of the Angolan\nWar of Independence, and the Cold\nWar (until 1991)",https://en.wikipedia.org/wiki/Angolan_Civil_War,https://en.wikipedia.org/wiki/Angolan_War_of_Independence
,,,Cuba (1975–1989)\nSWAPO (1975–1989) [410]\nANC (1975–1989) [411][410]\nExecutive Outcomes (1993–1995)[412]\nFLNC (1975–2001) [413][414]\nNamibia (2001–2002)[note 1]\nMilitary advisers and pilots:\nSoviet Union\n(1975–1989)[416][417]\nEast Germany\n(1975–1989)\nNorth Korea\n(1980s)[note 2],FNLA (1976–1978) [414]\nSouth Africa (1975–1989)[418]\nZaire (1975) [421][414]\nFLEC,,,
1975,1979,PUK insurgency\n,Iraq,PUK\nKDP,Iraqi–Kurdish\nconflict,https://en.wikipedia.org/wiki/PUK_insurgency,https://en.wikipedia.org/wiki/Iraqi%E2%80%93Kurdish_conflict
1975,1990[Note 1],Lebanese Civil War\n,Lebanese Front\nKataeb Party\nLebanese Forces\nMarada Brigades (until 1978)\nGuardians of the Cedars\nAl-Tanzim\nLebanese Youth Movement (MKG)\nTyous Team of Commandos\nZahliote Group\nShuraya Party\nVanguard of the Maani Army (MDJ)\n(Other minor organizations)\nArmy of Free Lebanon (until 1977)\nSLA (from 1976)\nIsrael (from 1978)\nTigers Militia (until 1980),"Lebanese National Movement (1975–\n1982)\nJammoul (1982–1990)\nAl-Mourabitoun\nProgressive Socialist Party (PSP)\nLebanese Communist Party (LCP)\nSyrian Social Nationalist Party in\nLebanon (SSNP)\nCommunist Action Organization in\nLebanon (OCAL)\nLebanese Movement in Support of\nFatah (LMSF)\nArab Socialist Ba'ath Party – Lebanon\nRegion\nRevolutionary Communist Group\nSixth of February Movement\nSocialist Arab Lebanon Vanguard\nParty (SALVP)\nPopular Nasserist Organization\n(PNO)\nLebanese Arab Army (LAA)\nOther minor organizations\nPLO (1975–1983)\nASALA\nHezbollah (1985–1990)\nIran (from 1980, mainly IRGC\nand Army paramilitary units)\nIslamic Unification Movement (from\n1982)\nSyria (1976, 1983–1991)\nAmal Movement\nPNSF\nMarada Brigades (left LF in\n1978; aligned with Syria)\nLebanese Armed Forces\nUNIFIL (from 1978)\nMultinational Force in Lebanon\n(1982–1984)\nUnited States\nUK\nFrance\nItaly","Cold War, Arab Cold War,\nArab–Israeli conflict, Iran–Israel and\nIran–Saudi proxy wars",https://en.wikipedia.org/wiki/Lebanese_Civil_War,https://en.wikipedia.org/wiki/Cold_War
,,,,Arab Deterrent Force (1976–\n1982)[422]\nList\nSaudi Arabia\n(1976–1979)\nSudan\n(1976–1979)\nUAE\n(1976–1979)\nLibya\n(1976 only)\nSouth Yemen\n(1976–1977),,,
1975,1991,Western Sahara War\n,"Morocco\nMauritania (1975–1979)\nSupported by:\nUnited States\nFrance (1977–1978, aid from\n1978)\nSaudi Arabia[423][424][425]","Sahrawi Republic\nSupported by:\nAlgeria (1976,[426] aid from\n1976)\nLibya (1976–1984)[427]",Western Sahara conflict,https://en.wikipedia.org/wiki/Western_Sahara_War,https://en.wikipedia.org/wiki/Western_Sahara_conflict
1975,Ongoing,Insurgency in Laos\n,Lao PDR\nLao People's Revolutionary Party\nSupported by:\nVietnam\nVietnam People's Army (alleged direct\ninvolvement and intervention)\nSoviet Union (until 1989),Lao Resistance Movement[428]\nHmong insurgents\nSupported by:\nThailand (until 1990)\nUnited States (until 1990)\nNeo Hom (1981–2007)[429][430]\nRoyalists:\nLao National Liberation Front\nRoyal Lao Democratic Government\n(1982)\nSupported by:\nRoyal Lao Government in Exile\nChina (until 1988)[431]\nKhmer Rouge (until 1999)\nDemocratic Kampuchea (until\n1979)\nParty of Democratic Kampuchea\n(1981–1990)\nRightists:\nUnited Front for the Liberation of Laos\nSupported by:\nThailand (early to mid–1980s),Third Indochina War,https://en.wikipedia.org/wiki/Insurgency_in_Laos,https://en.wikipedia.org/wiki/Third_Indochina_War
1975,1976,Indonesian invasion of East Timor\n,Indonesia\nABRI\nPGET\nUDT[432]\nAPODETI,East Timor\nFRETILIN (FALINTIL),Cold War in Asia and the\ndecolonisation of Asia (from 28\nNovember),https://en.wikipedia.org/wiki/Indonesian_invasion_of_East_Timor,https://en.wikipedia.org/wiki/Cold_War_in_Asia
1976,"Early
1980s",Rebellion of the Lost,Brazil,Rebels,,https://en.wikipedia.org/wiki/Rebellion_of_the_Lost?action=edit&redlink=1,
1976,1982,Islamist uprising in Syria\n,Syria\nSupported by:\nSoviet Union[433][434],Fighting Vanguard[435][436]\nMuslim Brotherhood (after mid-\n1979)[437][438]\nPro-Iraqi Ba'athists[439]\nSupported by:\nBa'athist Iraq (1980–1982)\nJordan[440][441]\nWest Germany[442],Arab Cold War and\nAssadist–Saddamist conflict,https://en.wikipedia.org/wiki/Islamist_uprising_in_Syria,https://en.wikipedia.org/wiki/Arab_Cold_War
1976,2005,Insurgency in Aceh,Indonesia\nIndonesian National Armed Forces\nIndonesian National Police,Free Aceh Movement,,https://en.wikipedia.org/wiki/Insurgency_in_Aceh,
,,nan,nan,nan,,,
1976,Ongoing,Corsican conflict,France\nFrench Armed Forces (1 barracks on\nCorsica)\nNational Gendarmerie\nNational Police\nMunicipal Police\nAnti-separatist paramilitaries\nFront d'Action Nouvelle Contre\nl'Indépendance et l'Autonomie[443]\nCriminal groups\nCorsican mafia,Corsican Separatist Paramilitaries\nNational Liberation Front of\nCorsica (FLNC)\nFLNC-Canal Historique (FLNC-\nCS) (1988–1998)\nFLNC-Canal Habituel (FLNC-\nCA) (1988–1997)\nResistenza (1989–2003)\nFronte Ribellu (1996–1999)\nFLNC-5 Maghju (FLNC-5M)\n(1996–1999)\nArmata Corsa (AC) (1999–2001)\nFLNC-Unione di i Cumbattenti\n(FLNC-UC) (1999–present)\nFLNC-22 Uttrovi (FLNC-22U)\n(2002–present)\nArmata di U Populu Corsu (APC)\n(2004–2006)\nFLNC-5 Maghju 1976 (FLNC-\n1976) (2007–present)\nFLNC-21 Maghju (FLNC-21M)\n(2021–present)\nOther small groups,,https://en.wikipedia.org/wiki/Corsican_conflict,
1968,1980,Political violence in Turkey (1976–\n1980)\n,Nationalist Right-wing groups:\nGrey Wolves (MHP)\nTurkish Revenge Brigade\nTurkish mafia[444]\nTÜRK-İŞ\nMİSK (MHP)\nIslamist Right-wing groups:\nRaiders Organization (MSP)\nTurkish National Student Union\n---- Centre-right groups: Justice Party\nRepublican Reliance Party\nSupported by:\nCounter-Guerrilla,Far-left groups:\nDEV-GENÇ\nTİİKP\nTKP/ML (TİKKO)\nTHKO\nDEV-YOL\nTHKP-C/MLSPB\nTHKP-C\nProgressive Youth Association (TKP)\nDİSK\nLiberation Movement\nPeople's Path\nDEV-SOL\nLeft-wing groups: Workers' Party\nof Turkey\nUnity Party\nCentre-left groups: Republican\nPeople's Party,Cold War,https://en.wikipedia.org/wiki/Political_violence_in_Turkey_(1976%E2%80%931980),https://en.wikipedia.org/wiki/Political_violence_in_Turkey_(1976%E2%80%931980)
1977,1977,1977 Shia uprising in Iraq[445],Ba'athist Iraq,Iraqi rebels,,https://en.wikipedia.org/wiki/1977_Shia_uprising_in_Iraq,
1977,1992,Mozambican Civil War\n,Mozambique (People's Republic\nuntil 1990)\nFRELIMO\nUNAMO (1988–1992)[446]\nZANU (until 1979)\nZimbabwe (from 1980)\nSoviet Union,RENAMO\nPRM (merged with RENAMO in\n1982)\nUNAMO (1987–1988)[446]\nCOREMO[448]\nUNIPOMO[449]\nFUMO[449]\nRhodesia (until 1979)[450],"aftermath of the\nMozambican War of Independence,\nand the Cold War",https://en.wikipedia.org/wiki/Mozambican_Civil_War,https://en.wikipedia.org/wiki/Mozambican_War_of_Independence
,,,Tanzania\nMalawi (from 1987)[447],Ex-Flechas[449]\nSouth Africa (from 1978)[451],,,
1977,1977,Shaba I\n,Zaire\nMorocco\nEgypt\nFrance\nBelgium\nSupported by:\nUnited States\nSaudi Arabia\nSudan[452]\nNigeria[453][454],Congolese National Liberation\nFront (FNLC) Supported by:\nAngola\nCuba\nSoviet Union\nEast Germany[455],Shaba Invasions and the\nCold War,https://en.wikipedia.org/wiki/Shaba_I,https://en.wikipedia.org/wiki/Shaba_Invasions
1977,1978,Ogaden War\n,Ethiopia\nCuba\nSoviet Union[456]\nSouth Yemen[457],Somalia\nWSLF,"Ethiopian Civil War, the\nEthiopian–Somali conflict, and the\nCold War",https://en.wikipedia.org/wiki/Ogaden_War,https://en.wikipedia.org/wiki/Ethiopian_Civil_War
1977,1977,Egyptian–Libyan War\n,Egypt,Libya,Arab Cold War,https://en.wikipedia.org/wiki/Egyptian%E2%80%93Libyan_War,https://en.wikipedia.org/wiki/Arab_Cold_War
1977,Ongoing,Chittagong Hill Tracts conflict\n,First phase (1977–1997):\nBangladesh\nSecond phase (2022–present):\nBangladesh\nPCJSS-MN Larma\nUPDF-D,First phase (1977–1997):\nParbatya Chattagram Jana Samhati\nSamiti\nLogistical support:\nIndia[458]\nSecond phase (2022–present):\nPCJSS\nUPDF\nSecond phase (2022–present):\nKuki-Chin National Front,Cold War and Terrorism in\nBangladesh,https://en.wikipedia.org/wiki/Chittagong_Hill_Tracts_conflict,https://en.wikipedia.org/wiki/Cold_War
1978,1979,Iranian Revolution\nPart of Constitutionalization attempts\nin Iran and the Cold War,Revolutionary Council\nIslamist Opposition\nCombatant Clergy Association\nIslamic Association of Students\nIslamic Association of Teachers\nIslamic Association of Engineers\nIslamic Association of Physicians\nIslamic Coalition Societies\nFada'iyan-e Islam\nMojahedin\nLiberal Democratic Opposition\nFreedom Movement of Iran\nNational Front\nJAMA\nDemocratic Party of Iranian Kurdistan\nConfederation of Iranian Students\nLeftist Opposition\nMojahedin-e-Khalq\nFadaiyan-e-Khalq\nTudeh Party\nSarbedaran\nPeykar\nMovement of Militant Muslims\nRazmandegan\nWorker's Way\nKomalah,Imperial State of Iran\nPro-Shah Groups\nRegency Council[ab]\nRastakhiz Party (until 1 November\n1978)\nImperial Army[ac]\nImperial Guard\nSAVAK\nShahrbani\nGendarmerie,,https://en.wikipedia.org/wiki/Iranian_Revolution,https://en.wikipedia.org/wiki/Constitutionalization_attempts_in_Iran
,,,Union of Communist Militants,,,,
1978,1987,Chadian–Libyan War\n,Anti-Libyan Chadian factions\nFAT (1978–1979)\nFAN (1978–1983)\nFANT (1983–1987)\nGUNT (1986–1987)\nFrance\nInter-African Force\nZaire\nNigeria\nSenegal\nNFSL\nSupported by:\nDR Sudan (1978–1985)[459]\nSudan (1985–1987)[459]\nEgypt (1977–1981)[459]\nIsrael[460]\nIraq[461]\nAlgeria (pre-reapproachment)[462]\nUnited States[463],Libya\nIslamic Legion[459]\nPro-Libyan Chadian factions\nFROLINAT\nGUNT (1979–1986)\nCodos (1983–1986)\nFAP (1978–1986)\nPro-Libyan Palestinian and\nLebanese groups[464]\nPLO (1987)[465][466]\nAbu Nidal Organization[464]\nSupported by:\nAlgeria[462]\nEast Germany\nSoviet Union,Cold War and the Arab\nCold War,https://en.wikipedia.org/wiki/Chadian%E2%80%93Libyan_War,https://en.wikipedia.org/wiki/Cold_War
1978,1978,1978 South Lebanon conflict\n,Israel\nSLA,PLO,"Palestinian insurgency in\nSouth Lebanon, the Lebanese Civil\nWar, and the Israeli–Lebanese\nconflict",https://en.wikipedia.org/wiki/1978_South_Lebanon_conflict,https://en.wikipedia.org/wiki/Palestinian_insurgency_in_South_Lebanon
1978,1978,Saur Revolution\n,People's Democratic Party of\nAfghanistan,Republic of Afghanistan,Cold War and the Afghan\nconflict,https://en.wikipedia.org/wiki/Saur_Revolution,https://en.wikipedia.org/wiki/Cold_War
1978,1978,Shaba II\n,Zaire\nFrance\nBelgium\nMorocco\nUnited States,FNLC,Shaba Invasions and the\nCold War,https://en.wikipedia.org/wiki/Shaba_II,https://en.wikipedia.org/wiki/Shaba_Invasions
1978,1979,Uganda–Tanzania War,Tanzania\nUganda National Liberation Front\nKikosi Maalum\nFront for National Salvation\nSave Uganda Movement\nOthers\nMozambique\nSupported by:\nZambia\nAngola\nEthiopia\nAlgeria,Uganda\nLibya\nPalestine Liberation\nOrganization\nSupported by:\nPakistan\nSaudi Arabia,,https://en.wikipedia.org/wiki/Uganda%E2%80%93Tanzania_War,
1978,2025,Kurdistan Workers' Party insurgency\n,Turkey\nMinistry of National Defense\nGeneral Staff\nSpecial Forces Command\nTAF\nTurkish Air Force\nTurkish Land Forces\nTurkish Naval Forces\nMinistry of Interior\nTurkish National Police\nPolice Special Operations\nGendarmerie General Command\nJİTEM (until early 1990s)\nJÖH\nVillage Guards[467][468]\nNational Intelligence Organization\nOther forces:\nCounter-Guerrilla (until 1992)\nGrey Wolves (not militarily involved)[469]\nTurkish Revenge Brigade (not militarily\ninvolved)[470][471][472]\nSome Kurdish tribes (incorporated into\nVillage Guards in 1985)[473][474],Kurdistan Communities Union\nPKK (until 2025)\nHPG\nYJA-STAR\nYDG-H:\nYPS\nYPS-Jin\nSDF\nYPG[475][476][477][478][479][480]\nYPG International\nYPJ\nAnti-Terror Units\nPJAK\nYRK\nHPJ\nSinjar Alliance\nÊzîdxan Women's Units\nSinjar Resistance Units\nHBDH\nDKP\nMKP-HKO-PHG\nMLKP\nTHKP-C/MLSPB-DC\nTKEP/L\nTKP/ML[481],Kurdish–Turkish\nconflict,https://en.wikipedia.org/wiki/Kurdistan_Workers'_Party_insurgency,https://en.wikipedia.org/wiki/Kurdish%E2%80%93Turkish_conflict
,,,,DK (until 2017)[note 3]\nInternational Freedom Battalion\nKurdish Hezbollah (1983–1991;\n1998–\n2002)[482][483][484][485][486][487]\nTAK,,,
1978,1989,Cambodian–Vietnamese War\n,Vietnam\nFUNSK (from 1978)\nPost-invasion:\nUntil April 1989:\nVietnam\nPeople's Republic of Kampuchea\nCuba (reconstruction experts)\nFrom April 1989:\nState of Cambodia,Democratic Kampuchea\n(1977–1982)\nThailand (border clashes)\nPost-invasion:\nCoalition Government of\nDemocratic Kampuchea (1982–\n1990)\nKhmer Rouge\nKPNLF\nFUNCINPEC\nThailand (border clashes)[488],"Third Indochina\nWar, the Cold War in Asia, and\nthe Sino-Soviet split",https://en.wikipedia.org/wiki/Cambodian%E2%80%93Vietnamese_War,https://en.wikipedia.org/wiki/Third_Indochina_War
1978,1982,NDF Rebellion\n,North Yemen\nIslamic Front\nSupported by:\nRepublic of China\nUnited States,NDF\nSupported by:\nSouth Yemen\nLibya,Cold War and the Arab\nCold War,https://en.wikipedia.org/wiki/NDF_Rebellion,https://en.wikipedia.org/wiki/Cold_War
1979,1979,1979 Khuzestan insurgency\n,Interim Government\nIslamic Republic of Iran (From 6\nNovember),DRFLA\nAPCO\nPFLA\nAFLA\nSupported by:\nIraq[489],Consolidation of the\nIranian Revolution and Arab\nseparatism in Khuzestan,https://en.wikipedia.org/wiki/1979_Khuzestan_insurgency,https://en.wikipedia.org/wiki/Consolidation_of_the_Iranian_Revolution
1979,1979,Sino-Vietnamese War\n,China,Vietnam,"Third Indochina War, the\nSino-Soviet split and the Cold War in\nAsia",https://en.wikipedia.org/wiki/Sino-Vietnamese_War,https://en.wikipedia.org/wiki/Third_Indochina_War
1979,1991,Sino-Vietnamese conflicts (1979–\n1991)\n,China,Vietnam,"Third Indochina War, the\nSino-Soviet Split and the Cold War in\nAsia",https://en.wikipedia.org/wiki/Sino-Vietnamese_conflicts_(1979%E2%80%931991),https://en.wikipedia.org/wiki/Sino-Vietnamese_conflicts_(1979%E2%80%931991)
1979,1979,Yemenite War of 1979\n,North Yemen,South Yemen,Cold War and the Arab\nCold War,https://en.wikipedia.org/wiki/Yemenite_War_of_1979,https://en.wikipedia.org/wiki/Cold_War
1979,1996,"1979 Kurdish rebellion in Iran\nPart of Consolidation of the\nIranian Revolution, Iran–Iraq\nWar, and Kurdish separatism in\nIran",Interim Government\nIslamic Republic of Iran (1980−83),KDP-I\nKomala\nIPFG\nOIPFG (Minority)[490][491]\nSipay Rizgari\nSupported by: Iraq[492],,https://en.wikipedia.org/wiki/1979_Kurdish_rebellion_in_Iran,https://en.wikipedia.org/wiki/Consolidation_of_the_Iranian_Revolution
1979,1979,1979 Herat uprising\n,Afghanistan\nAfghan Army\nAfghan Air Force,Jamiat-e Islami\nIran[493],1979 uprisings in\nAfghanistan,https://en.wikipedia.org/wiki/1979_Herat_uprising,https://en.wikipedia.org/wiki/1979_uprisings_in_Afghanistan
1979,1980,Al-Ansar insurgency,Ba'athist Iraq,Shi'ite rebels,,https://en.wikipedia.org/wiki/Al-Ansar_(Iraq),
1979,1980,1979–1980 Shia uprising in Iraq,Iraq,Shiite rebels,,https://en.wikipedia.org/wiki/1979%E2%80%931980_Shia_uprising_in_Iraq,
,,nan,nan,nan,,,
1979,1979,Grand Mosque seizure,Saudi Arabia\nSupported by:\nFrance[494][495][496][497],Ikhwan[498],,https://en.wikipedia.org/wiki/Grand_Mosque_seizure,
1979[ad],1992,Salvadoran Civil War\n,"Salvadoran government (Revolutionary\nGovernment Junta until 1982)\nParamilitary death squads\nForeign mercenaries (unknown number,\npossibly hundreds)\nSupported by:\nUnited States","FMLN (CRM, FDR)\nFPL (BPR)\nERP (LP-28)\nRN (FARN, FAPU)\nPRTC (MLP)\nPCES (UDN)\nSupported by:\nSoviet Union\nCuba\nEthiopia[510]\nNicaragua",Central American crisis\nand the Cold War,https://en.wikipedia.org/wiki/Salvadoran_Civil_War,https://en.wikipedia.org/wiki/Central_American_crisis
1979,1989,Soviet–Afghan War\n,Afghan mujahideen,Soviet Union\nAfghanistan,Cold War and the\nAfghan conflict,https://en.wikipedia.org/wiki/Soviet%E2%80%93Afghan_War,https://en.wikipedia.org/wiki/Cold_War
Started,Ended,Name of conflict,Belligerents,nan,,,
,,nan,Victorious party (if applicable),Defeated party (if applicable),,,
1980,1980,1980 Gafsa Uprising\n,Tunisia\nSupported by:\nUnited States\nSixth Fleet[511]\nFrance\nMorocco,Arab Nationalist Rebels\nSupported by:\nLibya\nAlgeria[512],Cold War and the Arab Cold War,https://en.wikipedia.org/wiki/1980_Gafsa_Uprising,https://en.wikipedia.org/wiki/Cold_War
1980,2000,Internal conflict in Peru\n,Government of Peru\nSupported by:\nRondas campesinas[note 4]\nASPRET (since 2023)\nInternational support:\nChina\nColombia[515]\nCuba\nJapan\nNorth Korea[516]\nRussia[517][518]\nSoviet Union[517]\nSpain[519]\nUnited States[520][521],Shining Path (PCP-SL)\nCBMR (since 2001)\nCRH (2004–2012)\nFARC dissidents\nSupported by:\nFUDEPP (since 2014)\nHezbollah (since 2016)\nICL (since 2022)\nLibya (until 2011)[522]\nANO (1988)\nFARC-EP (until 2016)\nMOVADEF (2009–2024)\nRIM (1984–2012)\nMPCP[note 5]\nSupported by:\nChina (self-claim)[524]\nASPRET (until 2022)\nEthnocacerists\nSupported by:\nASPRET (2011–2022)\nHezbollah\nMPCP (until 2022)\nFAR-EPT[note 6]\nMRTA (1982–1997)\nSupported by:\nCuba[526] (denied)\nLibya[526]\nSoviet Union[526]\nFMLN[527]\nM-19[528]\nFSLN[529][526],Cold War (1980–1991) and the war on\ndrugs (1980–present),https://en.wikipedia.org/wiki/Internal_conflict_in_Peru,https://en.wikipedia.org/wiki/Cold_War
1980,1980,Gwangju Uprising\n,South Korean Government\nHanahoe\nDSC\nROK Army\nNational Police,Gwangju citizenry\nProtesters\nArmed citizens\nCitizens' Settlement Committee\nStudents' Settlement Committee,Minjung movement,https://en.wikipedia.org/wiki/Gwangju_Uprising,https://en.wikipedia.org/wiki/Minjung
1980,1980,Nojeh coup plot\n,Islamic Republic of Iran\nGovernment of Islamic Republic of\nIran\nCabinet of Rajai\nRevolutionary Council\nMojahedin of the Islamic\nRevolution Organization[530]\nIntelligence aid:\nTudeh Party (alleged),Azadegan Organization\nNeqab Organisation\nIran Patriotic Officers (NUPA)\nSupported by:\nIraq (alleged),Consolidation of the Iranian Revolution,https://en.wikipedia.org/wiki/Nojeh_coup_plot,https://en.wikipedia.org/wiki/Consolidation_of_the_Iranian_Revolution
,,nan,nan,nan,,,
1980,1980,Coconut War,Vanuatu\nPapua New Guinea\nSolomon Islands\nUnited Kingdom\nFrance,Nagriamel rebels\nSupport:\nPhoenix Foundation,,https://en.wikipedia.org/wiki/Coconut_War,
1980,1988,Iran–Iraq War\n,Iran\nKDP\nPUK\nISCI\nIslamic Dawa Party\nHezbollah[531]\nShia volunteers[ae],Iraq\nDRFLA[538][539]\nMEK\nNCRI\nPDKI[540]\nSalvation Force[541]\nArab volunteers[af],"Cold War, the aftermath of the Iranian\nrevolution, the Iraqi–Kurdish conflict, and the Iran–\nSaudi Arabia proxy conflict",https://en.wikipedia.org/wiki/Iran%E2%80%93Iraq_War,https://en.wikipedia.org/wiki/Cold_War
1980,1986,Ugandan Bush War\n,National Resistance\nMovement (NRM)\nPRA\nUFF\nWest Nile rebels:\nUganda Army (1980)[550]\nUNRF (I) (1980–85)[550]\nFUNA (1980–85)[550]\nNile Regiment[551]\nUFM (1980–83)\nFEDEMU (1983–85)[552]\nULM[553]\nUNLF-AD[554]\nRwenzururu movement (until\n1982)\nKaramojong groups,"Ugandan government\nUNLF/UPC\nFEDEMU (from 1985)\nFUNA (from 1985)\nUNRF (I) (from 1985)\nUFM (from 1985)\nTanzania (until 1985)\nNorth Korea (1981–1985)\nZaire (1986, alleged)[555]",Cold War,https://en.wikipedia.org/wiki/Ugandan_Bush_War,https://en.wikipedia.org/wiki/Cold_War
1981,1981,Paquisha War\n,Peru,Ecuador,Ecuadorian–Peruvian conflicts,https://en.wikipedia.org/wiki/Paquisha_War,https://en.wikipedia.org/wiki/History_of_the_Ecuadorian%E2%80%93Peruvian_territorial_dispute
1981,1981,1981 Entumbane uprising\n,Zimbabwe,ZIPRA elements\nZANLA elements,aftermath of the Rhodesian Bush War,https://en.wikipedia.org/wiki/1981_Entumbane_uprising,https://en.wikipedia.org/wiki/Rhodesian_Bush_War
1981,1981,1981 Gambian coup d'état attempt\n,The Gambia\nSenegal\nSupported by:\nUnited Kingdom,Gambia Socialist\nRevolutionary Party,Cold War,https://en.wikipedia.org/wiki/1981_Gambian_coup_d'%C3%A9tat_attempt,https://en.wikipedia.org/wiki/Cold_War
1982,Ongoing,Casamance conflict,"Senegal\nGuinea-Bissau (1998–\n1999,[556] 2021[557])\nTurkey (2021, alleged by\nMFDC)","MFDC\nThree main factions (Sadio,\nBadiatte, and Diatta Groups)[558]\nVarious splinter factions[559]\nGuinea-Bissau rebels\n(1998–1999)[560]\nSupported by:\nGuinea-Bissau (2000s,\nalleged)[557]\nThe Gambia (1994–2017)",,https://en.wikipedia.org/wiki/Casamance_conflict,
1982,1982,1982 Amol uprising\n,Iran,Union of Iranian Communists,consolidation of the Iranian Revolution,https://en.wikipedia.org/wiki/1982_Amol_uprising,https://en.wikipedia.org/wiki/Consolidation_of_the_Iranian_Revolution
1982,1982,Falklands War\n,United Kingdom,Argentina,Falkland Islands sovereignty dispute,https://en.wikipedia.org/wiki/Falklands_War,https://en.wikipedia.org/wiki/Falkland_Islands_sovereignty_dispute
1982,1982,Ndogboyosoi War,All People's Congress (APC),Sierra Leone People's Party\n(SLPP),,https://en.wikipedia.org/wiki/Ndogboyosoi_War,
1982,1985,1982 Lebanon War\n,Israel\nLebanese Forces\nSouth Lebanon Army,PLO\nSyria\nOthers:\nLebanese National Resistance\nFront\nAl-Mourabitoun\nPKK[561][562][563],"Palestinian insurgency in South\nLebanon, the Lebanese Civil War, and the\nIsraeli–Lebanese conflict",https://en.wikipedia.org/wiki/1982_Lebanon_War,https://en.wikipedia.org/wiki/Palestinian_insurgency_in_South_Lebanon
1982,1982,1982 Ethiopian–Somali Border War\n,Somalia,Ethiopia\nSSDF,Ethiopian–Somali conflict and the Somali\nRebellion,https://en.wikipedia.org/wiki/1982_Ethiopian%E2%80%93Somali_Border_War,https://en.wikipedia.org/wiki/Ethiopian%E2%80%93Somali_conflict
1983,1983,Chadian–Nigerian War,Nigeria,Chad,,https://en.wikipedia.org/wiki/Chadian%E2%80%93Nigerian_War,
1983,2005,Second Sudanese Civil War\n,"SPLA\nSPLA-Mainstream[564]\nSPLA-Agar\nSPDF\nALF\nTitweng[565]\nSSLM\nNDA\nSudanese Alliance Forces[566]\nAnyanya II\nEastern Coalition\nDerg (until 1987) [567]\nPDR Ethiopia (1987–1991) [567]\nFDR Ethiopia (1995–1998) [568]\nEritrea (1996–1998, 2002–\n[569]\n2005)\nUganda (from 1993) [570][571]\nNon-combat aid:\nLibya (1983–1985) [572][573]\nIsrael[574]\nCuba (until 1991) [575]",Sudan\nArmed Forces\nPDF\nArmy of Peace\nMuraheleen\nEx-FAR and\nInterahamwe[576]\nSSDF\nSPLA dissidents\nSPLA-Nasir\nSPLA-United[564]\nSSIM/A\nNuer White Army\nUgandan insurgents:\nLRA[577]\nWNBF[578]\nUNRF (II)[578]\nZaire (1994–1997) [579][580]\nal-Qaeda (1991–\n[581][568]\n1996)\nIraq[ag]\nChina[ah]\nCombat aid:\nLibya (1986–1991)[585][586]\nDR Congo (1998–2003)\nNon-combat aid:\nIran[587]\nBelarus (from 1996)[588][589],Sudanese Civil Wars and the South\nSudanese wars of independence,https://en.wikipedia.org/wiki/Second_Sudanese_Civil_War,https://en.wikipedia.org/wiki/Sudanese_Civil_War
1983,2009,Sri Lankan Civil War\n,Sri Lanka\nIndia (1987–1990),Liberation Tigers of Tamil\nEelam\nOther Tamil militant groups,"Cold War, spillover into the 1987–1989\nJVP insurrection",https://en.wikipedia.org/wiki/Sri_Lankan_civil_war,https://en.wikipedia.org/wiki/Cold_War
1983,1987,Eelam War I\n,Sri Lanka,Liberation Tigers of Tamil\nEelam,Sri Lankan Civil War,https://en.wikipedia.org/wiki/Eelam_War_I,https://en.wikipedia.org/wiki/Sri_Lankan_civil_war
1983,1986,1983–1986 Kurdish rebellions in Iraq\n,Iraq,KDP\nSupported by:\nIran\nPUK\nKurdish mujahideen,Iraqi–Kurdish conflict and the Iran–Iraq\nWar,https://en.wikipedia.org/wiki/1983%E2%80%931986_Kurdish_rebellions_in_Iraq,https://en.wikipedia.org/wiki/Iraqi%E2%80%93Kurdish_conflict
,,nan,nan,nan,,,
1983,1983,United States invasion of Grenada\n,United States\nGrenadian Opposition\nCaribbean Peace Force:\nBarbados\nJamaica\nOrganisation of Eastern Caribbean\nStates\nAntigua and Barbuda\nDominica\nSaint Kitts and Nevis\nSaint Lucia\nSaint Vincent and the\nGrenadines,Grenada (PRG)\nCuba\nSoviet Union,Cold War,https://en.wikipedia.org/wiki/United_States_invasion_of_Grenada,https://en.wikipedia.org/wiki/Cold_War
1984,2003,Siachen conflict\n,India,Pakistan,Kashmir conflict,https://en.wikipedia.org/wiki/Siachen_conflict,https://en.wikipedia.org/wiki/Kashmir_conflict
